"Step","default vector 32c4 beta 0.9999 - train/lm_loss","default vector 32c4 beta 0.9999 - train/lm_loss__MIN","default vector 32c4 beta 0.9999 - train/lm_loss__MAX","default vector 32c1 beta 0.65 - train/lm_loss","default vector 32c1 beta 0.65 - train/lm_loss__MIN","default vector 32c1 beta 0.65 - train/lm_loss__MAX","default vector 32c2 beta 0.95 - train/lm_loss","default vector 32c2 beta 0.95 - train/lm_loss__MIN","default vector 32c2 beta 0.95 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MIN","default vector 8c2 ema expertwise beta 0.9 - train/lm_loss__MAX","baseline 32c4 - train/lm_loss","baseline 32c4 - train/lm_loss__MIN","baseline 32c4 - train/lm_loss__MAX","baseline 32c1 - train/lm_loss","baseline 32c1 - train/lm_loss__MIN","baseline 32c1 - train/lm_loss__MAX","baseline 8c2 - train/lm_loss","baseline 8c2 - train/lm_loss__MIN","baseline 8c2 - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX","baseline 32c2 - train/lm_loss","baseline 32c2 - train/lm_loss__MIN","baseline 32c2 - train/lm_loss__MAX"
"3438","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3439","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3440","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3441","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3442","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3443","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3444","3.1875","3.1875","3.1875","3.265625","3.265625","3.265625","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.203125","3.203125","3.203125"
"3445","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3446","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3447","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3448","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875"
"3449","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875"
"3450","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3451","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3452","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3453","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.21875","3.21875","3.21875","3.25","3.25","3.25","3.234375","3.234375","3.234375"
"3454","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3455","3.15625","3.15625","3.15625","3.25","3.25","3.25","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.25","3.25","3.25","3.1875","3.1875","3.1875","3.25","3.25","3.25","3.203125","3.203125","3.203125"
"3456","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3457","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3458","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3459","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3460","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3461","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3462","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625"
"3463","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3464","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3465","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3466","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3467","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3468","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3469","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3470","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3471","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3472","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3473","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3474","3.171875","3.171875","3.171875","3.25","3.25","3.25","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.203125","3.203125","3.203125"
"3475","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3476","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3477","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875"
"3478","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3479","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.25","3.25","3.25","3.203125","3.203125","3.203125"
"3480","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3481","3.171875","3.171875","3.171875","3.25","3.25","3.25","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.265625","3.265625","3.265625","3.203125","3.203125","3.203125"
"3482","3.125","3.125","3.125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3483","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3484","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3485","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875"
"3486","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3487","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3488","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3489","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3490","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3491","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3492","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3493","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3494","3.203125","3.203125","3.203125","3.25","3.25","3.25","3.234375","3.234375","3.234375","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.265625","3.265625","3.265625","3.234375","3.234375","3.234375","3.25","3.25","3.25","3.234375","3.234375","3.234375"
"3495","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3496","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875"
"3497","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3498","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.21875","3.21875","3.21875"
"3499","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3500","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3501","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3502","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3503","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3504","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3505","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3506","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3507","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3508","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125"
"3509","3.125","3.125","3.125","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875"
"3510","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3511","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3512","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3513","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3514","3.15625","3.15625","3.15625","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3515","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3516","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375","3.1875","3.1875","3.1875","3.234375","3.234375","3.234375","3.203125","3.203125","3.203125"
"3517","3.15625","3.15625","3.15625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
"3518","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3519","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875"
"3520","3.125","3.125","3.125","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875"
"3521","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3522","3.140625","3.140625","3.140625","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125","3.1875","3.1875","3.1875"
"3523","3.140625","3.140625","3.140625","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.171875","3.171875","3.171875","3.21875","3.21875","3.21875","3.1875","3.1875","3.1875"
