"Step","baseline 8c1 dim 512 - train/lm_loss","baseline 8c1 dim 512 - train/lm_loss__MIN","baseline 8c1 dim 512 - train/lm_loss__MAX","default vector 8c1 ema dim 512 - train/lm_loss","default vector 8c1 ema dim 512 - train/lm_loss__MIN","default vector 8c1 ema dim 512 - train/lm_loss__MAX"
"2543","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2544","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2545","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2546","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2547","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2548","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2549","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2550","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2551","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2552","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2553","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2554","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2555","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2556","3.65625","3.65625","3.65625","3.609375","3.609375","3.609375"
"2557","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2558","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2559","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2560","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2561","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2562","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2563","3.671875","3.671875","3.671875","3.625","3.625","3.625"
"2564","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2565","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2566","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2567","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2568","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2569","3.671875","3.671875","3.671875","3.640625","3.640625","3.640625"
"2570","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2571","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2572","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2573","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2574","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2575","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2576","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2577","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2578","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2579","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2580","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2581","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2582","3.65625","3.65625","3.65625","3.59375","3.59375","3.59375"
"2583","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2584","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2585","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2586","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2587","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2588","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2589","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2590","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2591","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2592","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2593","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2594","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2595","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2596","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2597","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2598","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2599","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2600","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2601","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2602","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2603","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2604","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2605","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2606","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2607","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2608","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2609","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2610","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2611","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2612","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2613","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2614","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2615","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2616","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2617","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2618","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2619","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2620","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2621","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2622","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2623","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2624","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2625","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2626","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2627","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2628","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2629","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2630","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2631","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2632","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2633","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2634","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2635","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2636","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2637","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2638","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2639","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2640","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2641","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2642","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2643","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2644","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2645","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2646","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2647","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2648","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2649","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2650","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2651","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2652","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2653","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2654","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2655","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2656","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2657","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2658","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2659","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2660","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2661","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2662","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2663","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2664","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2665","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2666","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2667","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2668","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2669","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2670","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2671","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2672","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2673","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2674","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2675","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2676","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2677","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2678","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2679","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2680","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2681","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2682","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2683","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2684","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2685","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2686","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2687","3.65625","3.65625","3.65625","3.609375","3.609375","3.609375"
"2688","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2689","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2690","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2691","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2692","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2693","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2694","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2695","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2696","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2697","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2698","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2699","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2700","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2701","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2702","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2703","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2704","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2705","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2706","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2707","3.65625","3.65625","3.65625","3.625","3.625","3.625"
"2708","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2709","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2710","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2711","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2712","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2713","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2714","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2715","3.625","3.625","3.625","3.5625","3.5625","3.5625"
"2716","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2717","3.640625","3.640625","3.640625","3.578125","3.578125","3.578125"
"2718","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2719","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2720","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2721","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2722","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2723","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2724","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2725","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2726","3.625","3.625","3.625","3.5625","3.5625","3.5625"
"2727","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2728","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2729","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2730","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2731","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2732","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2733","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2734","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2735","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2736","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2737","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2738","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2739","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2740","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2741","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2742","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2743","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2744","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2745","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2746","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2747","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2748","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2749","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2750","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2751","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2752","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2753","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2754","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2755","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2756","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2757","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2758","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2759","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2760","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2761","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2762","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2763","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2764","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2765","3.625","3.625","3.625","3.609375","3.609375","3.609375"
"2766","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2767","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2768","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2769","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2770","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2771","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2772","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2773","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2774","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2775","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2776","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2777","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2778","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2779","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2780","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2781","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2782","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2783","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2784","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2785","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2786","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2787","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2788","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2789","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2790","3.609375","3.609375","3.609375","3.609375","3.609375","3.609375"
"2791","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2792","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2793","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2794","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2795","3.625","3.625","3.625","3.5625","3.5625","3.5625"
"2796","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2797","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2798","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2799","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2800","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2801","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2802","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2803","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2804","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2805","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2806","3.640625","3.640625","3.640625","3.609375","3.609375","3.609375"
"2807","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2808","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2809","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2810","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2811","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2812","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2813","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2814","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2815","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2816","3.640625","3.640625","3.640625","3.625","3.625","3.625"
"2817","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2818","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2819","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2820","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2821","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2822","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2823","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2824","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2825","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2826","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2827","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2828","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2829","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2830","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2831","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2832","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2833","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2834","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2835","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2836","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2837","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2838","3.578125","3.578125","3.578125","3.53125","3.53125","3.53125"
"2839","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2840","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2841","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2842","3.640625","3.640625","3.640625","3.59375","3.59375","3.59375"
"2843","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2844","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2845","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2846","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2847","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2848","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2849","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2850","3.578125","3.578125","3.578125","3.53125","3.53125","3.53125"
"2851","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2852","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2853","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2854","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2855","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2856","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2857","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2858","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2859","3.59375","3.59375","3.59375","3.546875","3.546875","3.546875"
"2860","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2861","3.5625","3.5625","3.5625","3.53125","3.53125","3.53125"
"2862","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2863","3.609375","3.609375","3.609375","3.59375","3.59375","3.59375"
"2864","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2865","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2866","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2867","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2868","3.5625","3.5625","3.5625","3.546875","3.546875","3.546875"
"2869","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2870","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2871","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2872","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2873","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2874","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2875","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2876","3.5625","3.5625","3.5625","3.5625","3.5625","3.5625"
"2877","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2878","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2879","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2880","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2881","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2882","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2883","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2884","3.59375","3.59375","3.59375","3.53125","3.53125","3.53125"
"2885","3.5625","3.5625","3.5625","3.5625","3.5625","3.5625"
"2886","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2887","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2888","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2889","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2890","3.609375","3.609375","3.609375","3.609375","3.609375","3.609375"
"2891","3.578125","3.578125","3.578125","3.546875","3.546875","3.546875"
"2892","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2893","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2894","3.578125","3.578125","3.578125","3.546875","3.546875","3.546875"
"2895","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2896","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2897","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2898","3.59375","3.59375","3.59375","3.546875","3.546875","3.546875"
"2899","3.625","3.625","3.625","3.5625","3.5625","3.5625"
"2900","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2901","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2902","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2903","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2904","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2905","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2906","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2907","3.5625","3.5625","3.5625","3.546875","3.546875","3.546875"
"2908","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2909","3.625","3.625","3.625","3.59375","3.59375","3.59375"
"2910","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2911","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2912","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2913","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2914","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2915","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2916","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2917","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2918","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2919","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2920","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2921","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2922","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2923","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2924","3.625","3.625","3.625","3.578125","3.578125","3.578125"
"2925","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2926","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2927","3.5625","3.5625","3.5625","3.53125","3.53125","3.53125"
"2928","3.609375","3.609375","3.609375","3.578125","3.578125","3.578125"
"2929","3.5625","3.5625","3.5625","3.5625","3.5625","3.5625"
"2930","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2931","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2932","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2933","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2934","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2935","3.625","3.625","3.625","3.5625","3.5625","3.5625"
"2936","3.59375","3.59375","3.59375","3.546875","3.546875","3.546875"
"2937","3.59375","3.59375","3.59375","3.59375","3.59375","3.59375"
"2938","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2939","3.578125","3.578125","3.578125","3.546875","3.546875","3.546875"
"2940","3.609375","3.609375","3.609375","3.5625","3.5625","3.5625"
"2941","3.609375","3.609375","3.609375","3.609375","3.609375","3.609375"
"2942","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2943","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2944","3.59375","3.59375","3.59375","3.578125","3.578125","3.578125"
"2945","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2946","3.578125","3.578125","3.578125","3.5625","3.5625","3.5625"
"2947","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
"2948","3.5625","3.5625","3.5625","3.5625","3.5625","3.5625"
"2949","3.59375","3.59375","3.59375","3.5625","3.5625","3.5625"
