"Step","baseline 8c1 dim 512 - train/lm_loss","baseline 8c1 dim 512 - train/lm_loss__MIN","baseline 8c1 dim 512 - train/lm_loss__MAX","default vector 8c1 ema dim 512 - train/lm_loss","default vector 8c1 ema dim 512 - train/lm_loss__MIN","default vector 8c1 ema dim 512 - train/lm_loss__MAX"
"846","4.125","4.125","4.125","4.125","4.125","4.125"
"847","4.125","4.125","4.125","4.125","4.125","4.125"
"848","4.125","4.125","4.125","4.125","4.125","4.125"
"849","4.125","4.125","4.125","4.125","4.125","4.125"
"850","4.125","4.125","4.125","4.125","4.125","4.125"
"851","4.125","4.125","4.125","4.125","4.125","4.125"
"852","4.125","4.125","4.125","4.125","4.125","4.125"
"853","4.125","4.125","4.125","4.125","4.125","4.125"
"854","4.125","4.125","4.125","4.125","4.125","4.125"
"855","4.09375","4.09375","4.09375","4.125","4.125","4.125"
"856","4.125","4.125","4.125","4.125","4.125","4.125"
"857","4.125","4.125","4.125","4.125","4.125","4.125"
"858","4.125","4.125","4.125","4.125","4.125","4.125"
"859","4.125","4.125","4.125","4.125","4.125","4.125"
"860","4.125","4.125","4.125","4.125","4.125","4.125"
"861","4.15625","4.15625","4.15625","4.125","4.125","4.125"
"862","4.125","4.125","4.125","4.125","4.125","4.125"
"863","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"864","4.125","4.125","4.125","4.125","4.125","4.125"
"865","4.125","4.125","4.125","4.125","4.125","4.125"
"866","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"867","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"868","4.125","4.125","4.125","4.125","4.125","4.125"
"869","4.125","4.125","4.125","4.09375","4.09375","4.09375"
"870","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"871","4.125","4.125","4.125","4.125","4.125","4.125"
"872","4.125","4.125","4.125","4.125","4.125","4.125"
"873","4.125","4.125","4.125","4.125","4.125","4.125"
"874","4.125","4.125","4.125","4.125","4.125","4.125"
"875","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"876","4.125","4.125","4.125","4.125","4.125","4.125"
"877","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"878","4.125","4.125","4.125","4.125","4.125","4.125"
"879","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"880","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"881","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"882","4.125","4.125","4.125","4.125","4.125","4.125"
"883","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"884","4.125","4.125","4.125","4.125","4.125","4.125"
"885","4.125","4.125","4.125","4.09375","4.09375","4.09375"
"886","4.125","4.125","4.125","4.125","4.125","4.125"
"887","4.125","4.125","4.125","4.125","4.125","4.125"
"888","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"889","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"890","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"891","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"892","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"893","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"894","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"895","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"896","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"897","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"898","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"899","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"900","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"901","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"902","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"903","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"904","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"905","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"906","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"907","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"908","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"909","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"910","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"911","4.125","4.125","4.125","4.125","4.125","4.125"
"912","4.0625","4.0625","4.0625","4.09375","4.09375","4.09375"
"913","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"914","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"915","4.125","4.125","4.125","4.125","4.125","4.125"
"916","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"917","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"918","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"919","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"920","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"921","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"922","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"923","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"924","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"925","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"926","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"927","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"928","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"929","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"930","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"931","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"932","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"933","4.09375","4.09375","4.09375","4.09375","4.09375","4.09375"
"934","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"935","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"936","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"937","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"938","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"939","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"940","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"941","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"942","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"943","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"944","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"945","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"946","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"947","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"948","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"949","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"950","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"951","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"952","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"953","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"954","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"955","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"956","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"957","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"958","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"959","4.09375","4.09375","4.09375","4.0625","4.0625","4.0625"
"960","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"961","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"962","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"963","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"964","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"965","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"966","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"967","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"968","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"969","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"970","4.03125","4.03125","4.03125","4","4","4"
"971","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"972","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"973","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"974","4.0625","4.0625","4.0625","4.0625","4.0625","4.0625"
"975","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"976","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"977","4","4","4","4","4","4"
"978","4","4","4","4","4","4"
"979","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"980","4.0625","4.0625","4.0625","4.03125","4.03125","4.03125"
"981","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"982","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"983","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"984","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"985","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"986","4.03125","4.03125","4.03125","4","4","4"
"987","4.03125","4.03125","4.03125","4","4","4"
"988","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"989","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"990","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"991","4.03125","4.03125","4.03125","4","4","4"
"992","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"993","4","4","4","4","4","4"
"994","4","4","4","4","4","4"
"995","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"996","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"997","4","4","4","4","4","4"
"998","4.03125","4.03125","4.03125","4","4","4"
"999","4","4","4","4","4","4"
"1000","4.03125","4.03125","4.03125","4","4","4"
"1001","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1002","4","4","4","4","4","4"
"1003","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1004","4","4","4","4","4","4"
"1005","4","4","4","4","4","4"
"1006","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1007","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1008","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1009","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1010","4","4","4","4","4","4"
"1011","4.03125","4.03125","4.03125","4","4","4"
"1012","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1013","4","4","4","4","4","4"
"1014","4","4","4","4","4","4"
"1015","4","4","4","4","4","4"
"1016","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1017","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1018","4","4","4","4","4","4"
"1019","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1020","4","4","4","4","4","4"
"1021","4","4","4","4","4","4"
"1022","4","4","4","4","4","4"
"1023","4.03125","4.03125","4.03125","4","4","4"
"1024","4","4","4","4","4","4"
"1025","4","4","4","4.03125","4.03125","4.03125"
"1026","4","4","4","4","4","4"
"1027","4","4","4","4","4","4"
"1028","4.03125","4.03125","4.03125","4","4","4"
"1029","4","4","4","4","4","4"
"1030","4","4","4","4","4","4"
"1031","4","4","4","4","4","4"
"1032","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1033","4","4","4","4","4","4"
"1034","4","4","4","4","4","4"
"1035","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1036","4","4","4","4","4","4"
"1037","4","4","4","4","4","4"
"1038","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1039","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1040","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1041","4","4","4","4","4","4"
"1042","4","4","4","4","4","4"
"1043","4","4","4","4","4","4"
"1044","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1045","4","4","4","4","4","4"
"1046","4","4","4","4","4","4"
"1047","4","4","4","3.984375","3.984375","3.984375"
"1048","4","4","4","4","4","4"
"1049","4","4","4","4","4","4"
"1050","4","4","4","4","4","4"
"1051","4","4","4","4","4","4"
"1052","4.03125","4.03125","4.03125","4.03125","4.03125","4.03125"
"1053","4","4","4","4","4","4"
"1054","4","4","4","3.984375","3.984375","3.984375"
"1055","4","4","4","4","4","4"
"1056","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1057","4","4","4","4","4","4"
"1058","4","4","4","3.984375","3.984375","3.984375"
"1059","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1060","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1061","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1062","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1063","4","4","4","4","4","4"
"1064","4","4","4","4","4","4"
"1065","4","4","4","3.984375","3.984375","3.984375"
"1066","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1067","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1068","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1069","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1070","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1071","4","4","4","3.984375","3.984375","3.984375"
"1072","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1073","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1074","4","4","4","3.984375","3.984375","3.984375"
"1075","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1076","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1077","4","4","4","3.96875","3.96875","3.96875"
"1078","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1079","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1080","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1081","3.984375","3.984375","3.984375","3.984375","3.984375","3.984375"
"1082","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1083","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1084","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1085","4","4","4","3.984375","3.984375","3.984375"
"1086","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1087","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1088","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1089","4","4","4","3.984375","3.984375","3.984375"
"1090","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1091","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1092","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1093","3.953125","3.953125","3.953125","3.953125","3.953125","3.953125"
"1094","3.953125","3.953125","3.953125","3.953125","3.953125","3.953125"
"1095","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1096","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1097","3.953125","3.953125","3.953125","3.953125","3.953125","3.953125"
"1098","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1099","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1100","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1101","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1102","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1103","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1104","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1105","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1106","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1107","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1108","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1109","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1110","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1111","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1112","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1113","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1114","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1115","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1116","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1117","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1118","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1119","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1120","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1121","3.953125","3.953125","3.953125","3.953125","3.953125","3.953125"
"1122","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1123","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1124","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1125","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1126","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1127","3.953125","3.953125","3.953125","3.953125","3.953125","3.953125"
"1128","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1129","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1130","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1131","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1132","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1133","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1134","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1135","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1136","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1137","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1138","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1139","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1140","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1141","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1142","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1143","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1144","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1145","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1146","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1147","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1148","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1149","3.953125","3.953125","3.953125","3.921875","3.921875","3.921875"
"1150","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1151","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1152","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1153","3.984375","3.984375","3.984375","3.96875","3.96875","3.96875"
"1154","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1155","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1156","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1157","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1158","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1159","3.96875","3.96875","3.96875","3.96875","3.96875","3.96875"
"1160","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1161","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1162","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1163","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1164","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1165","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1166","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1167","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1168","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1169","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1170","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1171","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1172","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1173","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1174","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1175","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1176","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1177","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1178","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1179","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1180","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1181","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1182","3.96875","3.96875","3.96875","3.9375","3.9375","3.9375"
"1183","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1184","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1185","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1186","3.96875","3.96875","3.96875","3.953125","3.953125","3.953125"
"1187","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1188","3.921875","3.921875","3.921875","3.921875","3.921875","3.921875"
"1189","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1190","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1191","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1192","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1193","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1194","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1195","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1196","3.921875","3.921875","3.921875","3.890625","3.890625","3.890625"
"1197","3.875","3.875","3.875","3.875","3.875","3.875"
"1198","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1199","3.953125","3.953125","3.953125","3.9375","3.9375","3.9375"
"1200","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1201","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1202","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1203","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1204","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1205","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1206","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1207","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1208","3.921875","3.921875","3.921875","3.890625","3.890625","3.890625"
"1209","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1210","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1211","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1212","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1213","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1214","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1215","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1216","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1217","3.890625","3.890625","3.890625","3.890625","3.890625","3.890625"
"1218","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1219","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1220","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1221","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1222","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1223","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1224","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1225","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1226","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1227","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1228","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1229","3.921875","3.921875","3.921875","3.921875","3.921875","3.921875"
"1230","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1231","3.9375","3.9375","3.9375","3.9375","3.9375","3.9375"
"1232","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1233","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1234","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1235","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1236","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1237","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1238","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1239","3.890625","3.890625","3.890625","3.875","3.875","3.875"
"1240","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1241","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1242","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1243","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1244","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1245","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1246","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1247","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1248","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1249","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1250","3.921875","3.921875","3.921875","3.921875","3.921875","3.921875"
"1251","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1252","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1253","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1254","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1255","3.875","3.875","3.875","3.875","3.875","3.875"
"1256","3.9375","3.9375","3.9375","3.921875","3.921875","3.921875"
"1257","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1258","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1259","3.921875","3.921875","3.921875","3.875","3.875","3.875"
"1260","3.9375","3.9375","3.9375","3.90625","3.90625","3.90625"
"1261","3.890625","3.890625","3.890625","3.875","3.875","3.875"
"1262","3.890625","3.890625","3.890625","3.875","3.875","3.875"
"1263","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1264","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1265","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1266","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1267","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1268","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1269","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1270","3.90625","3.90625","3.90625","3.90625","3.90625","3.90625"
"1271","3.875","3.875","3.875","3.875","3.875","3.875"
"1272","3.921875","3.921875","3.921875","3.90625","3.90625","3.90625"
"1273","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1274","3.890625","3.890625","3.890625","3.859375","3.859375","3.859375"
"1275","3.90625","3.90625","3.90625","3.890625","3.890625","3.890625"
"1276","3.875","3.875","3.875","3.859375","3.859375","3.859375"
"1277","3.90625","3.90625","3.90625","3.875","3.875","3.875"
"1278","3.875","3.875","3.875","3.875","3.875","3.875"
