"Step","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"1239","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1240","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1241","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1242","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1243","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1244","3.53125","3.53125","3.53125","3.5625","3.5625","3.5625"
"1245","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1246","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1247","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1248","3.53125","3.53125","3.53125","3.5625","3.5625","3.5625"
"1249","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1250","3.546875","3.546875","3.546875","3.5625","3.5625","3.5625"
"1251","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1252","3.53125","3.53125","3.53125","3.5625","3.5625","3.5625"
"1253","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1254","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1255","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1256","3.53125","3.53125","3.53125","3.5625","3.5625","3.5625"
"1257","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1258","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1259","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1260","3.546875","3.546875","3.546875","3.5625","3.5625","3.5625"
"1261","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1262","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1263","3.546875","3.546875","3.546875","3.5625","3.5625","3.5625"
"1264","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1265","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1266","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1267","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1268","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1269","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1270","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1271","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1272","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1273","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1274","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1275","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1276","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1277","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1278","3.484375","3.484375","3.484375","3.53125","3.53125","3.53125"
"1279","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1280","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1281","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1282","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1283","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1284","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1285","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1286","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1287","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1288","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1289","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1290","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1291","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1292","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1293","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1294","3.5","3.5","3.5","3.5","3.5","3.5"
"1295","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1296","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1297","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1298","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1299","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1300","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1301","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1302","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1303","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1304","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1305","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1306","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1307","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1308","3.546875","3.546875","3.546875","3.5625","3.5625","3.5625"
"1309","3.5","3.5","3.5","3.5","3.5","3.5"
"1310","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1311","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1312","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1313","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1314","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1315","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1316","3.5","3.5","3.5","3.5","3.5","3.5"
"1317","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1318","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1319","3.5","3.5","3.5","3.5","3.5","3.5"
"1320","3.5","3.5","3.5","3.5","3.5","3.5"
"1321","3.546875","3.546875","3.546875","3.546875","3.546875","3.546875"
"1322","3.5","3.5","3.5","3.5","3.5","3.5"
"1323","3.515625","3.515625","3.515625","3.515625","3.515625","3.515625"
"1324","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1325","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1326","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1327","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1328","3.53125","3.53125","3.53125","3.546875","3.546875","3.546875"
"1329","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1330","3.5","3.5","3.5","3.5","3.5","3.5"
"1331","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1332","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1333","3.5","3.5","3.5","3.5","3.5","3.5"
"1334","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1335","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1336","3.5","3.5","3.5","3.5","3.5","3.5"
"1337","3.5","3.5","3.5","3.5","3.5","3.5"
"1338","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1339","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1340","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1341","3.5","3.5","3.5","3.5","3.5","3.5"
"1342","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1343","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1344","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1345","3.5","3.5","3.5","3.5","3.5","3.5"
"1346","3.53125","3.53125","3.53125","3.53125","3.53125","3.53125"
"1347","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1348","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1349","3.5","3.5","3.5","3.5","3.5","3.5"
"1350","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1351","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1352","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1353","3.5","3.5","3.5","3.5","3.5","3.5"
"1354","3.5","3.5","3.5","3.5","3.5","3.5"
"1355","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1356","3.5","3.5","3.5","3.5","3.5","3.5"
"1357","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1358","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1359","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1360","3.5","3.5","3.5","3.5","3.5","3.5"
"1361","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1362","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1363","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1364","3.5","3.5","3.5","3.5","3.5","3.5"
"1365","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1366","3.5","3.5","3.5","3.5","3.5","3.5"
"1367","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1368","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1369","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1370","3.5","3.5","3.5","3.5","3.5","3.5"
"1371","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1372","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1373","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1374","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1375","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1376","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1377","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1378","3.515625","3.515625","3.515625","3.53125","3.53125","3.53125"
"1379","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1380","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1381","3.5","3.5","3.5","3.5","3.5","3.5"
"1382","3.5","3.5","3.5","3.5","3.5","3.5"
"1383","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1384","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1385","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1386","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1387","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1388","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1389","3.5","3.5","3.5","3.5","3.5","3.5"
"1390","3.5","3.5","3.5","3.5","3.5","3.5"
"1391","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1392","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1393","3.5","3.5","3.5","3.5","3.5","3.5"
"1394","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1395","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1396","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1397","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1398","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1399","3.5","3.5","3.5","3.5","3.5","3.5"
"1400","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1401","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1402","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1403","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1404","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1405","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1406","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1407","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1408","3.5","3.5","3.5","3.5","3.5","3.5"
"1409","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1410","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1411","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1412","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1413","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1414","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1415","3.5","3.5","3.5","3.5","3.5","3.5"
"1416","3.5","3.5","3.5","3.53125","3.53125","3.53125"
"1417","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1418","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1419","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1420","3.5","3.5","3.5","3.5","3.5","3.5"
"1421","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1422","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1423","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1424","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1425","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1426","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1427","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1428","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1429","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1430","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1431","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1432","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1433","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1434","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1435","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1436","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1437","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1438","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1439","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1440","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1441","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1442","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1443","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1444","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1445","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1446","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1447","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1448","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1449","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1450","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1451","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1452","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1453","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1454","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1455","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1456","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1457","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1458","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1459","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1460","3.5","3.5","3.5","3.515625","3.515625","3.515625"
"1461","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1462","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1463","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1464","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1465","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1466","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375"
"1467","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1468","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1469","3.5","3.5","3.5","3.5","3.5","3.5"
"1470","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1471","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1472","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1473","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1474","3.4375","3.4375","3.4375","3.484375","3.484375","3.484375"
"1475","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1476","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1477","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1478","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1479","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1480","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1481","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1482","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1483","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1484","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1485","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1486","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1487","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1488","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1489","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375"
"1490","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1491","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1492","3.453125","3.453125","3.453125","3.484375","3.484375","3.484375"
"1493","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1494","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1495","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1496","3.5","3.5","3.5","3.5","3.5","3.5"
"1497","3.5","3.5","3.5","3.5","3.5","3.5"
"1498","3.453125","3.453125","3.453125","3.5","3.5","3.5"
"1499","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1500","3.484375","3.484375","3.484375","3.5","3.5","3.5"
"1501","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1502","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1503","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1504","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1505","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1506","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1507","3.5","3.5","3.5","3.5","3.5","3.5"
"1508","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1509","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1510","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1511","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1512","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1513","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1514","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1515","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1516","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1517","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1518","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1519","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1520","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1521","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1522","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1523","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1524","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1525","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1526","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1527","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1528","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1529","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1530","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1531","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1532","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1533","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1534","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1535","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1536","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1537","3.46875","3.46875","3.46875","3.5","3.5","3.5"
"1538","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1539","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1540","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1541","3.5","3.5","3.5","3.5","3.5","3.5"
"1542","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1543","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1544","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1545","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1546","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1547","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1548","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1549","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1550","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1551","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1552","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1553","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1554","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1555","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1556","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1557","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1558","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1559","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1560","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1561","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1562","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1563","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1564","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1565","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1566","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1567","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1568","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1569","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1570","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1571","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1572","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1573","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1574","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1575","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1576","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1577","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1578","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1579","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1580","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1581","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1582","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1583","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1584","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1585","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1586","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1587","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1588","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1589","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1590","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1591","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1592","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1593","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1594","3.46875","3.46875","3.46875","3.484375","3.484375","3.484375"
"1595","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1596","3.421875","3.421875","3.421875","3.453125","3.453125","3.453125"
"1597","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1598","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1599","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1600","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1601","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1602","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1603","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1604","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1605","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1606","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1607","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1608","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1609","3.46875","3.46875","3.46875","3.46875","3.46875","3.46875"
"1610","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1611","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1612","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1613","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1614","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1615","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1616","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1617","3.421875","3.421875","3.421875","3.453125","3.453125","3.453125"
"1618","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1619","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1620","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1621","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1622","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1623","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1624","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1625","3.40625","3.40625","3.40625","3.421875","3.421875","3.421875"
"1626","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1627","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1628","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1629","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1630","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1631","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1632","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1633","3.421875","3.421875","3.421875","3.46875","3.46875","3.46875"
"1634","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1635","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1636","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1637","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1638","3.421875","3.421875","3.421875","3.453125","3.453125","3.453125"
"1639","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1640","3.4375","3.4375","3.4375","3.453125","3.453125","3.453125"
"1641","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1642","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1643","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1644","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1645","3.4375","3.4375","3.4375","3.4375","3.4375","3.4375"
"1646","3.4375","3.4375","3.4375","3.46875","3.46875","3.46875"
"1647","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
"1648","3.421875","3.421875","3.421875","3.4375","3.4375","3.4375"
"1649","3.453125","3.453125","3.453125","3.46875","3.46875","3.46875"
"1650","3.40625","3.40625","3.40625","3.4375","3.4375","3.4375"
