"Step","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"3839","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3840","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"3841","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3842","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3843","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3844","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3845","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3846","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3847","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3848","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3849","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3850","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"3851","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3852","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3853","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3854","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3855","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3856","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3857","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3858","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3859","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3860","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3861","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3862","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3863","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3864","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3865","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3866","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3867","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3868","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3869","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"3870","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3871","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3872","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3873","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3874","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3875","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3876","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3877","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3878","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375"
"3879","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3880","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3881","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3882","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3883","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3884","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3885","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3886","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3887","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3888","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3889","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3890","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3891","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3892","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3893","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3894","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3895","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"3896","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"3897","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3898","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3899","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3900","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"3901","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"3902","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3903","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3904","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3905","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3906","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"3907","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3908","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3909","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3910","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3911","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3912","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3913","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3914","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3915","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"3916","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3917","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3918","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"3919","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3920","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3921","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3922","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3923","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3924","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3925","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"3926","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3927","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"3928","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"3929","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3930","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3931","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"3932","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3933","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3934","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3935","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3936","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3937","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"3938","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3939","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"3940","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3941","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"3942","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3943","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3944","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3945","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3946","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3947","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3948","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3949","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3950","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"3951","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3952","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3953","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3954","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3955","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3956","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3957","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375"
"3958","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3959","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3960","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3961","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3962","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3963","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3964","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"3965","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3966","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3967","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"3968","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3969","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3970","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3971","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3972","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3973","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3974","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3975","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"3976","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3977","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3978","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3979","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3980","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3981","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3982","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3983","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3984","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3985","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3986","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"3987","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3988","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"3989","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"3990","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3991","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"3992","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"3993","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3994","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3995","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"3996","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"3997","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3998","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"3999","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4000","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875"
"4001","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4002","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"4003","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4004","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4005","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4006","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4007","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4008","3.203125","3.203125","3.203125","3.234375","3.234375","3.234375"
"4009","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4010","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4011","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"4012","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4013","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4014","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"4015","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4016","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4017","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4018","3.15625","3.15625","3.15625","3.203125","3.203125","3.203125"
"4019","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4020","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4021","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4022","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4023","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4024","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4025","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4026","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4027","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4028","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4029","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4030","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4031","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4032","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4033","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4034","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4035","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4036","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4037","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4038","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4039","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4040","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4041","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4042","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4043","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4044","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"4045","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4046","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4047","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"4048","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4049","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4050","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4051","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4052","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4053","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4054","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4055","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4056","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4057","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4058","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"4059","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4060","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4061","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4062","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4063","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4064","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4065","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4066","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4067","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4068","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4069","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4070","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4071","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4072","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4073","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4074","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4075","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4076","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4077","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4078","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4079","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4080","3.1875","3.1875","3.1875","3.203125","3.203125","3.203125"
"4081","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4082","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4083","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4084","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4085","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4086","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4087","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4088","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4089","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4090","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4091","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4092","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4093","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4094","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4095","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4096","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4097","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4098","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4099","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4100","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4101","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4102","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4103","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4104","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4105","3.203125","3.203125","3.203125","3.21875","3.21875","3.21875"
"4106","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4107","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4108","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4109","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4110","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4111","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4112","3.203125","3.203125","3.203125","3.203125","3.203125","3.203125"
"4113","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4114","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4115","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4116","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4117","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4118","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4119","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4120","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4121","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4122","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4123","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4124","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4126","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4127","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4128","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4129","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4130","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4131","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4132","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4133","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4134","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4135","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4136","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4137","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4138","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4139","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4140","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4141","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4142","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4143","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4144","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4145","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4146","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4147","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4148","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4149","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4150","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4151","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4152","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4153","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4154","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4155","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4156","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4157","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4158","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4159","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4160","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4161","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4162","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4163","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4164","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4165","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4166","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4167","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4168","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4169","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4170","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4171","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4172","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4173","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4174","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4175","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4176","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4177","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4178","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4179","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4180","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4181","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4182","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4183","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4184","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4185","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625"
"4186","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4187","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4188","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4189","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4190","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4191","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4192","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4193","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4194","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4195","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4196","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4197","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4198","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4199","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4200","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4201","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4202","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4203","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4204","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4205","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4206","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4207","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4208","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4209","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4210","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4211","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4212","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4213","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4214","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4215","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4216","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4217","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4218","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4219","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4220","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4221","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4222","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4223","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4224","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4225","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4226","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4227","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4228","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4229","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4230","3.125","3.125","3.125","3.140625","3.140625","3.140625"
"4231","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4232","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4233","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4234","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
