"Step","default vector 8c1 ema 9e-4 - train/lm_loss","default vector 8c1 ema 9e-4 - train/lm_loss__MIN","default vector 8c1 ema 9e-4 - train/lm_loss__MAX","default vector 8c1 ema 7e-4 - train/lm_loss","default vector 8c1 ema 7e-4 - train/lm_loss__MIN","default vector 8c1 ema 7e-4 - train/lm_loss__MAX","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MIN","expert approx 8c1 no experts 8c1 5e-4 - train/lm_loss__MAX","baseline 8c1 9e-4 - train/lm_loss","baseline 8c1 9e-4 - train/lm_loss__MIN","baseline 8c1 9e-4 - train/lm_loss__MAX","baseline 8c1 7e-4 - train/lm_loss","baseline 8c1 7e-4 - train/lm_loss__MIN","baseline 8c1 7e-4 - train/lm_loss__MAX","baseline 8c1 5e-4 - train/lm_loss","baseline 8c1 5e-4 - train/lm_loss__MIN","baseline 8c1 5e-4 - train/lm_loss__MAX","default vector 8c1 ema zero init - train/lm_loss","default vector 8c1 ema zero init - train/lm_loss__MIN","default vector 8c1 ema zero init - train/lm_loss__MAX","baseline 8c1 - train/lm_loss","baseline 8c1 - train/lm_loss__MIN","baseline 8c1 - train/lm_loss__MAX"
"4193","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.1875","3.1875","3.1875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4194","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4195","3.078125","3.078125","3.078125","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4196","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4197","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4198","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4199","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4200","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4201","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4202","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4203","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4204","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4205","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4206","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4207","3.125","3.125","3.125","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4208","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4209","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4210","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4211","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4212","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4213","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4214","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4215","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.140625","3.140625","3.140625"
"4216","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4217","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4218","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4219","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4220","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4221","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4222","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4223","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4224","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4225","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4226","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.1875","3.1875","3.1875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4227","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4228","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4229","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4230","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.140625","3.140625","3.140625"
"4231","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4232","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4233","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.171875","3.171875","3.171875","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4234","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.203125","3.203125","3.203125"
"4235","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4236","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.1875","3.1875","3.1875","3.1875","3.1875","3.1875"
"4237","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4238","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4239","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625"
"4240","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4241","3.109375","3.109375","3.109375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4242","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4243","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4244","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4245","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4246","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4247","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4248","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4249","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4250","3.078125","3.078125","3.078125","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.0625","3.0625","3.0625","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4251","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4252","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4253","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.171875","3.171875","3.171875"
"4254","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4255","3.046875","3.046875","3.046875","3.046875","3.046875","3.046875","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.046875","3.046875","3.046875","3.078125","3.078125","3.078125","3.109375","3.109375","3.109375","3.140625","3.140625","3.140625"
"4256","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.171875","3.171875","3.171875"
"4257","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.09375","3.09375","3.09375","3.125","3.125","3.125","3.15625","3.15625","3.15625","3.1875","3.1875","3.1875"
"4258","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.109375","3.109375","3.109375","3.15625","3.15625","3.15625","3.078125","3.078125","3.078125","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875"
"4259","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
"4260","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4261","3.109375","3.109375","3.109375","3.125","3.125","3.125","3.125","3.125","3.125","3.171875","3.171875","3.171875","3.125","3.125","3.125","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875","3.1875","3.1875","3.1875"
"4262","3.0625","3.0625","3.0625","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.171875","3.171875","3.171875","3.0625","3.0625","3.0625","3.09375","3.09375","3.09375","3.171875","3.171875","3.171875","3.171875","3.171875","3.171875"
"4263","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.15625","3.15625","3.15625","3.15625","3.15625","3.15625"
"4264","3.0625","3.0625","3.0625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.078125","3.078125","3.078125","3.09375","3.09375","3.09375","3.140625","3.140625","3.140625","3.171875","3.171875","3.171875"
