"Step","baseline 8c1 dim 2048 - train/lm_loss","baseline 8c1 dim 2048 - train/lm_loss__MIN","baseline 8c1 dim 2048 - train/lm_loss__MAX","default vector 8c1 ema dim 2048 - train/lm_loss","default vector 8c1 ema dim 2048 - train/lm_loss__MIN","default vector 8c1 ema dim 2048 - train/lm_loss__MAX"
"315","5.25","5.25","5.25","5.3125","5.3125","5.3125"
"316","5.25","5.25","5.25","5.28125","5.28125","5.28125"
"317","5.25","5.25","5.25","5.25","5.25","5.25"
"318","5.25","5.25","5.25","5.25","5.25","5.25"
"319","5.21875","5.21875","5.21875","5.25","5.25","5.25"
"320","5.1875","5.1875","5.1875","5.21875","5.21875","5.21875"
"321","5.1875","5.1875","5.1875","5.21875","5.21875","5.21875"
"322","5.1875","5.1875","5.1875","5.25","5.25","5.25"
"323","5.1875","5.1875","5.1875","5.21875","5.21875","5.21875"
"324","5.15625","5.15625","5.15625","5.21875","5.21875","5.21875"
"325","5.15625","5.15625","5.15625","5.1875","5.1875","5.1875"
"326","5.1875","5.1875","5.1875","5.1875","5.1875","5.1875"
"327","5.15625","5.15625","5.15625","5.1875","5.1875","5.1875"
"328","5.15625","5.15625","5.15625","5.1875","5.1875","5.1875"
"329","5.15625","5.15625","5.15625","5.1875","5.1875","5.1875"
"330","5.15625","5.15625","5.15625","5.1875","5.1875","5.1875"
"331","5.15625","5.15625","5.15625","5.1875","5.1875","5.1875"
"332","5.125","5.125","5.125","5.1875","5.1875","5.1875"
"333","5.125","5.125","5.125","5.1875","5.1875","5.1875"
"334","5.125","5.125","5.125","5.15625","5.15625","5.15625"
"335","5.125","5.125","5.125","5.15625","5.15625","5.15625"
"336","5.125","5.125","5.125","5.15625","5.15625","5.15625"
"337","5.125","5.125","5.125","5.15625","5.15625","5.15625"
"338","5.125","5.125","5.125","5.15625","5.15625","5.15625"
"339","5.125","5.125","5.125","5.15625","5.15625","5.15625"
"340","5.09375","5.09375","5.09375","5.125","5.125","5.125"
"341","5.0625","5.0625","5.0625","5.09375","5.09375","5.09375"
"342","5.0625","5.0625","5.0625","5.09375","5.09375","5.09375"
"343","5.09375","5.09375","5.09375","5.09375","5.09375","5.09375"
"344","5.0625","5.0625","5.0625","5.09375","5.09375","5.09375"
"345","5.0625","5.0625","5.0625","5.0625","5.0625","5.0625"
"346","5.0625","5.0625","5.0625","5.0625","5.0625","5.0625"
"347","5.0625","5.0625","5.0625","5.0625","5.0625","5.0625"
"348","5.0625","5.0625","5.0625","5.0625","5.0625","5.0625"
"349","5.0625","5.0625","5.0625","5.0625","5.0625","5.0625"
"350","5.0625","5.0625","5.0625","5.0625","5.0625","5.0625"
"351","5.03125","5.03125","5.03125","5.0625","5.0625","5.0625"
"352","5.03125","5.03125","5.03125","5.0625","5.0625","5.0625"
"353","5","5","5","5.0625","5.0625","5.0625"
"354","5","5","5","5.03125","5.03125","5.03125"
"355","4.96875","4.96875","4.96875","5","5","5"
"356","5","5","5","5.03125","5.03125","5.03125"
"357","4.96875","4.96875","4.96875","5","5","5"
"358","5","5","5","5.03125","5.03125","5.03125"
"359","4.96875","4.96875","4.96875","5","5","5"
"360","4.96875","4.96875","4.96875","5","5","5"
"361","4.96875","4.96875","4.96875","5","5","5"
"362","4.96875","4.96875","4.96875","4.96875","4.96875","4.96875"
"363","4.96875","4.96875","4.96875","4.96875","4.96875","4.96875"
"364","4.9375","4.9375","4.9375","4.9375","4.9375","4.9375"
"365","4.9375","4.9375","4.9375","4.9375","4.9375","4.9375"
"366","4.9375","4.9375","4.9375","4.96875","4.96875","4.96875"
"367","4.9375","4.9375","4.9375","4.9375","4.9375","4.9375"
"368","4.9375","4.9375","4.9375","4.9375","4.9375","4.9375"
"369","4.90625","4.90625","4.90625","4.9375","4.9375","4.9375"
"370","4.9375","4.9375","4.9375","4.96875","4.96875","4.96875"
"371","4.90625","4.90625","4.90625","4.9375","4.9375","4.9375"
"372","4.90625","4.90625","4.90625","4.9375","4.9375","4.9375"
"373","4.90625","4.90625","4.90625","4.9375","4.9375","4.9375"
"374","4.875","4.875","4.875","4.90625","4.90625","4.90625"
"375","4.875","4.875","4.875","4.9375","4.9375","4.9375"
"376","4.875","4.875","4.875","4.90625","4.90625","4.90625"
"377","4.875","4.875","4.875","4.90625","4.90625","4.90625"
"378","4.84375","4.84375","4.84375","4.875","4.875","4.875"
"379","4.875","4.875","4.875","4.875","4.875","4.875"
"380","4.90625","4.90625","4.90625","4.875","4.875","4.875"
"381","4.875","4.875","4.875","4.84375","4.84375","4.84375"
"382","4.875","4.875","4.875","4.84375","4.84375","4.84375"
"383","4.875","4.875","4.875","4.84375","4.84375","4.84375"
"384","4.90625","4.90625","4.90625","4.875","4.875","4.875"
"385","4.875","4.875","4.875","4.84375","4.84375","4.84375"
"386","4.84375","4.84375","4.84375","4.8125","4.8125","4.8125"
"387","4.84375","4.84375","4.84375","4.84375","4.84375","4.84375"
"388","4.84375","4.84375","4.84375","4.84375","4.84375","4.84375"
"389","4.84375","4.84375","4.84375","4.8125","4.8125","4.8125"
"390","4.8125","4.8125","4.8125","4.8125","4.8125","4.8125"
"391","4.8125","4.8125","4.8125","4.78125","4.78125","4.78125"
"392","4.8125","4.8125","4.8125","4.78125","4.78125","4.78125"
"393","4.8125","4.8125","4.8125","4.78125","4.78125","4.78125"
"394","4.78125","4.78125","4.78125","4.78125","4.78125","4.78125"
"395","4.78125","4.78125","4.78125","4.78125","4.78125","4.78125"
"396","4.75","4.75","4.75","4.78125","4.78125","4.78125"
"397","4.78125","4.78125","4.78125","4.8125","4.8125","4.8125"
"398","4.75","4.75","4.75","4.78125","4.78125","4.78125"
"399","4.75","4.75","4.75","4.75","4.75","4.75"
"400","4.75","4.75","4.75","4.75","4.75","4.75"
"401","4.75","4.75","4.75","4.75","4.75","4.75"
"402","4.71875","4.71875","4.71875","4.71875","4.71875","4.71875"
"403","4.75","4.75","4.75","4.75","4.75","4.75"
"404","4.71875","4.71875","4.71875","4.75","4.75","4.75"
"405","4.71875","4.71875","4.71875","4.71875","4.71875","4.71875"
"406","4.71875","4.71875","4.71875","4.75","4.75","4.75"
"407","4.71875","4.71875","4.71875","4.71875","4.71875","4.71875"
"408","4.71875","4.71875","4.71875","4.75","4.75","4.75"
"409","4.71875","4.71875","4.71875","4.75","4.75","4.75"
"410","4.6875","4.6875","4.6875","4.71875","4.71875","4.71875"
"411","4.6875","4.6875","4.6875","4.71875","4.71875","4.71875"
"412","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"413","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"414","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"415","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"416","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"417","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"418","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875"
"419","4.625","4.625","4.625","4.65625","4.65625","4.65625"
"420","4.65625","4.65625","4.65625","4.65625","4.65625","4.65625"
"421","4.65625","4.65625","4.65625","4.6875","4.6875","4.6875"
"422","4.65625","4.65625","4.65625","4.71875","4.71875","4.71875"
"423","4.65625","4.65625","4.65625","4.6875","4.6875","4.6875"
"424","4.65625","4.65625","4.65625","4.65625","4.65625","4.65625"
"425","4.65625","4.65625","4.65625","4.6875","4.6875","4.6875"
"426","4.65625","4.65625","4.65625","4.65625","4.65625","4.65625"
"427","4.65625","4.65625","4.65625","4.65625","4.65625","4.65625"
"428","4.625","4.625","4.625","4.625","4.625","4.625"
"429","4.625","4.625","4.625","4.625","4.625","4.625"
